Creditscore,Creditscoreindicator,Likelihoodoffailure,CreditlimitGBPGBP,Previouscreditscore,SMEindicator,ReturnonTotalAssets2020,ReturnonTotalAssets2019,ReturnonShareholdersFunds2020,ReturnonShareholdersFunds2019,ReturnonCapitalEmployed2020,ReturnonCapitalEmployed2019
27,Caution,10.6,500,23,Yes,,1.126436782,,1.126436782,,1.126436782
40,Caution,4.5,500,32,Yes,123.6168456,177.7777778,123.6168456,177.7777778,123.6168456,177.7777778
22,Caution,10.8,,22,Yes,,-548.9958318,,,16.6219619,47.55933427
19,High Risk,10.1,,,Yes,100,,100,,100,
67,Stable,1.8,1609,66,Yes,-1.044947268,-0.419183683,-1.032548416,-0.419183683,-1.044947268,-0.419183683
74,Stable,1.8,500,54,Yes,75.72484366,-154.9504951,75.72484366,-154.9504951,75.72484366,-154.9504951
22,Caution,10.6,,22,Yes,,420.2,,420.2,,420.2
29,Caution,10.8,500,29,Yes,,,,,,
85,Secure,0.9,6344,88,Yes,,,,,,
23,Caution,10.6,,23,Yes,,,,,,
24,Caution,10.8,,38,Yes,,25.48293199,,27.65651924,,27.65651924
29,Caution,10.8,500,29,Yes,1.926869974,,1.926869974,,1.926869974,
90,Secure,1.1,500,74,Yes,5.863539446,11.12929624,6.324262169,11.12929624,6.324262169,11.12929624
22,Caution,10.8,,38,Yes,-578.3471074,81.52314584,,115.3542753,,115.3542753
32,Caution,10.8,500,31,Yes,,,,,,
40,Caution,4.5,500,22,Yes,376.3037511,,,,465.7984145,
24,Caution,10.8,,31,Yes,,23.23256368,,24.30278885,,24.30278885
41,Normal,4.6,1104,51,Yes,9.542665525,14.59529698,10.68632151,15.57454041,10.68632151,15.57454041
89,Secure,0.9,500,44,Yes,,-18.28734859,,-87.5906527,,-87.5906527
45,Normal,4.5,507,45,Yes,6.639919759,,18.15688426,,18.15688426,
41,Normal,4.6,4461,21,Yes,,2.596877275,,2.63687518,,2.63687518
62,Stable,1.8,500,41,Yes,,17.65556167,,19.68836353,,19.68836353
21,Caution,10.8,,26,Yes,,-479.8888889,,,,719.8333333
38,Caution,4.5,500,38,Yes,265.9395973,,537.2881356,,537.2881356,
67,Stable,1.8,93210,90,Yes,7.515830139,4.799496605,7.570009318,4.829916335,7.570009318,4.829916335
19,High Risk,10.8,,22,Yes,,-3.131991051,,,,-3.131991051
35,Caution,10.8,500,28,Yes,,,,,,
18,High Risk,19.4,,,Yes,,,,,,
21,Caution,10.8,,25,Yes,,-552.2596327,,,,103.485214
62,Stable,1.8,500,57,Yes,5.374682706,10.06531374,5.374682706,10.06531374,5.374682706,10.06531374
46,Normal,4.6,23933,80,Yes,12.26792822,1.229555533,24.33256905,2.684555964,13.50120845,1.486728233
46,Normal,4.2,500,38,Yes,,-126.0950014,,,,63.5008275
46,Normal,4.6,500,24,Yes,10.13582343,-7.24856729,208.0139373,,208.0139373,195.0847458
21,Caution,10.1,,,Yes,104.707113,,104.707113,,104.707113,
24,Caution,10.8,,38,Yes,199.3485342,59.94252874,320.979021,67.6613688,320.979021,67.6613688
62,Stable,1.8,500,66,Yes,58.11752988,66.86602871,58.11752988,66.86602871,58.11752988,66.86602871
41,Normal,4.6,607,38,Yes,14.13412817,17.81618103,17.2123412,20.15959313,17.2123412,20.15959313
23,Caution,10.8,,22,Yes,909.0909091,,909.0909091,,909.0909091,
19,High Risk,10.8,,26,Yes,,,,,,
22,Caution,10.6,,43,Yes,332.4,,332.4,,332.4,
28,Caution,10.8,500,24,Yes,,-610.5906844,,,15.0909724,13.88502618
19,High Risk,10.8,,26,Yes,,-159.5801938,,-434.1142021,-2.673507967,-434.1142021
38,Caution,4.5,500,38,Yes,,28.75782881,,30.50941307,,30.50941307
25,Caution,10.8,500,25,Yes,-13.47001764,0.344827586,,,-62.98969072,1.518026565
66,Stable,1.8,4219,57,Yes,,2.480550231,,2.760697704,,2.760697704
29,Caution,10.6,500,49,Yes,,8.16205387,,8.643042351,,8.643042351
19,High Risk,10.1,,,Yes,,92.59358289,,92.59358289,,92.59358289
22,Caution,10.8,,26,Yes,,-7.780641249,,,,1.215461763
31,Caution,10.8,553,31,Yes,-15.15070277,,-16.31833682,,-16.18481344,
42,Normal,4.6,500,49,Yes,8.380112269,,,,,
21,Caution,10.8,,22,Yes,,,,,,
62,Stable,1.8,500,83,Yes,-82.15705765,-52.89585547,-84.89984592,-55.32092248,-84.89984592,-55.32092248
44,Normal,4.5,500,44,Yes,-1.560369641,,-1.635959339,,-1.560369641,
41,Normal,4.6,500,22,Yes,,,,,,
21,Caution,10.6,,15,Yes,80.47945206,,80.47945206,,80.47945206,
42,Normal,4.6,500,38,Yes,-15.06447831,-44.77911647,-47.04805492,-263.741052,-47.04805492,-263.741052
49,Normal,4.6,500,32,Yes,73.45844504,-375.7575758,73.45844504,-375.7575758,73.45844504,-375.7575758
54,Normal,4.6,3977,49,Yes,1.411886458,1.669068022,1.443906864,1.688271842,1.443906864,1.688271842
57,Normal,1.8,500,71,Yes,,11.8974359,,,,-2.840004897
22,Caution,10.8,,22,Yes,,-25,,-25,,-25
32,Caution,10.8,500,40,Yes,,21.15384615,,,,
29,Caution,10.8,500,25,Yes,,,,,,
23,Caution,10.1,,,Yes,23.72234935,,123.4126984,,123.4126984,
19,High Risk,10.1,,,Yes,85.21634615,,101.6487455,,85.21634615,
22,Caution,10.8,,42,Yes,,,,,,
44,Normal,4.1,500,55,Yes,,-0.520453836,,-384.6153846,,-1.226391955
41,Normal,4.6,5109,45,Yes,,1.423881997,,1.442328454,,1.442328454
23,Caution,10.6,,28,Yes,,-36.68539326,,-36.68539326,,-36.68539326
22,Caution,10.8,,23,Yes,-17.75804662,-268.4003152,,,-17.75804662,-268.4003152
22,Caution,10.8,,26,Yes,-19.44748959,-14.77116797,,,40.20396601,25.29720763
25,Caution,10.8,500,23,Yes,,-300,,-300,,-300
19,High Risk,10.1,,,Unconfirmed,-26.06921029,,-26.06921029,,-26.06921029,
25,Caution,10.8,500,25,Yes,738.253012,,,,,
21,Caution,10.6,,19,Yes,,-15.25,,,,1.252609603
25,Caution,10.8,500,25,Yes,,-55.3044916,,-53.82139984,,-55.3044916
44,Normal,4.6,500,41,Yes,,4.407277333,,4.606173657,,4.606173657
37,Caution,4.6,500,31,Yes,,-117.6680415,,,,8.284283719
21,Caution,10.6,,22,Yes,,,,,,
43,Normal,4.5,975,43,Yes,-1.294562836,1.422793035,-1.900955352,12.52880184,-1.900955352,12.52880184
19,High Risk,10.1,,,Yes,85.05747126,,101.369863,,85.05747126,
38,Caution,4.5,500,24,Yes,-40.42056075,,-69.75806452,,-69.75806452,
19,High Risk,10.1,,,Yes,,,,,,
29,Caution,10.8,500,29,Yes,-76.86419427,160.61358,-76.86419427,160.61358,-76.86419427,160.61358
45,Normal,4.6,665,41,Yes,,10.14236188,,11.40416356,,11.40416356
21,Caution,10.8,,24,Yes,,-79.43360387,,-108.6186541,156.4290473,-108.6186541
22,Caution,10.8,,22,Yes,,-536.344086,,,,76.5970516
29,Caution,10.8,500,25,Yes,,11.12691077,,11.12691077,,11.12691077
25,Caution,10.8,500,25,Yes,85.16656191,145.5126255,,,,
20,High Risk,10.1,,,Yes,0.033377094,,92.30769231,,92.30769231,
41,Normal,4.6,500,62,Yes,,-83.64717542,,-83.64717542,,-83.64717542
23,Caution,10.8,,22,Yes,125,,125,,125,
26,Caution,10.8,500,38,Yes,,96.3649582,,117.9270463,,96.3649582
28,Caution,10.6,500,44,Yes,-54.51902748,52.59750875,-87.17146962,72.63861297,-87.17146962,72.63861297
69,Stable,1.8,500,90,Yes,24.60826742,36.07881773,24.60826742,36.07881773,24.60826742,36.07881773
38,Caution,4.6,2359,41,Yes,1.614900145,15.99541951,1.682840635,16.33765048,1.682840635,16.33765048
23,Caution,10.8,,23,Yes,,15.09859155,,15.09859155,,15.09859155
23,Caution,10.1,,,Yes,,92.51299827,,100,,100
34,Caution,10.8,500,34,Yes,3.483557608,5.806274078,69.61018298,87.13864307,69.61018298,87.13864307
29,Caution,10.8,500,29,Yes,,,,,,
54,Normal,4.6,500,42,Yes,,99.80237154,,99.80237154,,99.80237154
23,Caution,10.8,,23,Yes,,-3.914483589,,-3.914483589,,-3.914483589
19,High Risk,10.1,,,Unconfirmed,86.46748682,,86.46748682,,86.46748682,
25,Caution,10.8,500,25,Yes,4.604191552,,29.51618517,,4.604191552,
23,Caution,10.1,,,Yes,20.42128843,,29.556032,,29.556032,
22,Caution,10.8,,22,Yes,,-52.91134485,,,,45.89336002
39,Caution,4.1,500,55,Yes,,-27.35609596,,-29.44693353,,-29.44693353
26,Caution,10.8,500,22,Yes,,-355.5335968,,,,87.07647628
22,Caution,10.1,,,Yes,-8.586852969,,-8.586852969,,-8.586852969,
83,Secure,1.1,500,71,Yes,39.64497041,-7.840236686,39.27315358,-7.748538012,39.64497041,-7.840236686
23,Caution,10.6,,21,Yes,443.1778929,,443.1778929,,443.1778929,
19,High Risk,10.1,,,Yes,16.36363636,,16.36363636,,16.36363636,
23,Caution,10.8,,23,Yes,955.6603774,,955.6603774,,955.6603774,
23,Caution,10.1,,,Yes,,-0.269978402,,-0.269978402,,-0.269978402
45,Normal,4.6,584,31,Yes,,4.377104377,,4.684355843,,4.684355843
18,High Risk,19.4,,,Yes,,99.86449865,,99.86449865,,99.86449865
19,High Risk,10.8,,19,Yes,,-164.2028986,,-330.3206997,,-330.3206997
41,Normal,4.6,1169,49,Yes,,1.771649963,,1.821343755,,1.821343755
45,Normal,4.6,727,40,Yes,,6.564521621,,7.311338642,,7.311338642
47,Normal,4.1,500,87,Yes,,19.064864,,83.35679099,,33.92524703
41,Normal,4.6,3409,57,Yes,,1.204926359,,1.228319959,,1.228319959
18,High Risk,19.4,,,Yes,-80.23919543,,-80.23919543,,-80.23919543,
19,High Risk,10.1,,,Yes,,63.5978195,,73.6497545,,63.5978195
71,Stable,1.8,2662,32,Yes,,2.799631862,,2.930118385,,2.930118385
41,Normal,4.6,591,71,Yes,,6.278929362,,6.981427612,,6.981427612
69,Stable,1.8,6489,69,Yes,1.129790866,83.62759616,1.173005572,85.24596509,1.173005572,85.24596509
38,Caution,4.6,987,57,Yes,2.801376328,14.38151277,3.083006602,15.12741606,3.083006602,15.12741606
38,Caution,4.6,1934,54,Yes,,1.515960108,,1.554856146,,1.554856146
40,Caution,4.6,1678,71,Yes,,2.02062864,,2.090327922,,2.090327922
45,Normal,4.5,800,42,Yes,-50.35511788,,-78.57874639,,-78.57874639,
38,Caution,4.5,500,24,Yes,-11.09013686,,-37.96445881,,-37.96445881,
22,Caution,10.8,,19,Yes,4.267701261,,,,-14.55347299,69.85563041
38,Caution,4.6,500,41,Yes,2.879572178,15.98896799,3.209659547,16.9357704,3.209659547,16.9357704
40,Caution,4.6,2446,42,Yes,,1.293455639,,1.324074805,,1.324074805
38,Caution,4.6,2545,49,Yes,,0.438686899,,0.445754856,,0.445754856
88,Secure,1.1,500,62,Yes,99.53917051,99.37611408,99.00687548,98.75996457,99.53917051,99.37611408
57,Normal,1.8,9810,46,Yes,0.535639891,1.674825903,0.546481268,1.691868314,0.546481268,1.691868314
42,Normal,4.6,7618,78,Yes,,0.46113382,,0.469146385,,0.469146385
41,Normal,4.6,604,45,Yes,,4.852914744,,5.916295377,,5.916295377
19,High Risk,10.8,,23,Yes,,-153.8000921,,-153.8000921,,-153.8000921
66,Stable,1.8,5910,66,Yes,0.866860988,1.017924811,0.895987098,1.035180309,0.895987098,1.035180309
38,Caution,4.6,4563,49,Yes,0.567879326,34.72848638,0.580235721,35.10851724,0.580235721,35.10851724
42,Normal,4.6,500,41,Yes,-44.24778761,0.96126661,-47.19600222,1.282534892,-47.19600222,1.282534892
31,Caution,10.8,500,22,Yes,27.81065089,,165.4929577,,165.4929577,
45,Normal,4.6,500,45,Yes,,5.240084937,,5.840140469,,5.840140469
57,Normal,1.8,500,45,Yes,11.48987553,-5.971245671,11.48987553,-5.971245671,11.48987553,-5.971245671
23,Caution,10.6,,21,Yes,,-0.448143406,,,,0.808003078
31,Caution,10.6,500,24,Yes,-56.30425796,0.118946474,,,91.65545088,-5.64516129
21,Caution,10.6,,29,Yes,-145.831092,,,,,
35,Caution,10.8,500,25,Yes,,43.8547486,,,,-118.9393939
23,Caution,10.8,,23,Yes,,,,,,
66,Stable,1.8,500,78,Yes,,22.9936642,,25.0647482,,25.0647482
22,Caution,10.8,,22,Yes,,-76.21399177,,,,0.933938477
23,Caution,10.8,,23,Yes,820,-768.5714286,820,-768.5714286,820,-768.5714286
31,Caution,10.8,500,21,Yes,,15.94264024,,99.73614776,,99.73614776
23,Caution,10.8,,23,Yes,,-123.6,,-123.6,,-123.6
49,Normal,4.6,500,38,Yes,99.01768173,100,99.01768173,98.45201238,99.01768173,100
23,Caution,10.8,,23,Yes,-29.44277108,79.62510187,-29.44277108,79.62510187,-29.44277108,79.62510187
31,Caution,10.8,500,31,Yes,,,,,,
38,Caution,4.5,500,24,Yes,,2.314814815,,2.358490566,,2.358490566
63,Stable,2.3,500,40,Yes,,-74.79175431,,-74.79175431,,-74.79175431
40,Caution,4.6,500,22,Yes,,57.20653789,,57.20653789,,57.20653789
32,Caution,10.8,500,32,Yes,,,,,,
31,Caution,10.8,500,31,Yes,,,,,,
23,Caution,10.8,,21,Yes,9.375,,9.375,,9.375,
49,Normal,4.6,2537,21,Yes,,0.831650232,,0.913003782,,0.913003782
74,Stable,1.8,500,45,Yes,8.881952327,0.094339623,10.92495637,0.117554859,10.92495637,0.117554859
25,Caution,10.8,500,25,Yes,,16.83008114,,123.4325186,,16.83008114
78,Stable,2.2,87261,78,Yes,-0.244911046,,-0.41739903,,-0.403545913,
29,Caution,10.8,500,29,Yes,,13.64541833,,13.64541833,,13.64541833
23,Caution,10.8,,23,Yes,,-15.52734375,,-15.52734375,,-15.52734375
19,High Risk,10.8,,21,Yes,,,,,,
23,Caution,10.8,,23,Yes,123.3400402,,123.3400402,,123.3400402,
26,Caution,10.8,500,19,Yes,100,,459.7122302,,100,
29,Caution,10.8,500,25,Yes,,1.190642947,,1.190642947,,1.190642947
29,Caution,10.8,500,25,Yes,,,,,,
29,Caution,10.8,500,26,Yes,-2.013422819,,-4.6875,,-2.013422819,
64,Stable,1.8,500,40,Yes,,59.39524838,,114.1078838,,59.39524838
23,Caution,10.8,,26,Yes,-367.9285714,-30.7037037,-367.9285714,-55.26666667,-367.9285714,-30.7037037
31,Caution,10.8,500,41,Yes,23.62002567,,25.80645161,,24.59893048,
57,Normal,1.8,500,23,Yes,-23.92329935,,-23.92329935,,-23.92329935,
20,High Risk,10.6,,42,Yes,-79.25925926,-1.761409127,-125.8823529,-11.45833333,-125.8823529,-11.45833333
43,Normal,4.5,500,40,Yes,,-5.610561056,,-19.20903955,,-19.20903955
18,High Risk,19.4,,,Yes,,,,,,
37,Caution,4.1,500,39,Yes,-128.7720453,60.07811729,-138.6120815,121.9234702,-129.7137466,99.99999418
22,Caution,10.8,,22,Yes,-280.7453416,,,,14.80996068,83.46153846
23,Caution,10.6,,23,Yes,,,,,,
66,Stable,1.8,500,90,Yes,-47.25858471,15.54925219,-47.25858471,15.53723267,-47.25858471,15.54925219
22,Caution,10.8,,26,Yes,,-5.703938434,,,,-5.923836389
19,High Risk,10.1,,,Yes,,100,,100,,100
29,Caution,10.8,500,35,Yes,-64.09563114,-2.763819095,,,-64.09563114,-6.297709924
23,Caution,10.8,,23,Yes,233.3333333,,233.3333333,,233.3333333,
23,Caution,10.8,,26,Yes,51.26705653,-122.1902017,51.26705653,-253.8922156,51.26705653,-122.1902017
21,Caution,10.8,,21,Yes,-17.1,-320.625,,,3.453150242,53.64986405
28,Caution,10.8,500,35,Yes,0.105596621,,0.159744409,,0.159744409,
22,Caution,10.6,,40,Yes,,,,,,
78,Stable,1.8,1783,74,Yes,1.241510808,1.343890667,1.241510808,1.343890667,1.241510808,1.343890667
31,Caution,10.8,500,31,Yes,101.4892033,66.4,120.9405501,75.97254005,120.9405501,75.97254005
21,Caution,10.6,,21,Yes,,3.387538827,,3.583993814,,3.583993814
41,Normal,4.6,1417,46,Yes,1.395542086,2.216217556,1.421812749,,1.421812749,2.258203036
35,Caution,10.8,753,35,Yes,,16.56401945,,17.1017403,,16.56401945
23,Caution,10.8,,22,Yes,20.21052632,-168.8577586,,,20.21052632,-168.8577586
22,Caution,10.8,,21,Yes,-260.8668731,-197.1370143,,,175.6880734,178.3769495
44,Normal,4.6,500,66,Yes,,-55.38461539,,-56.84210526,,-56.84210526
23,Caution,10.1,,,Yes,-127.6525789,,-148.8617302,,-148.8617302,
45,Normal,4.5,500,29,Yes,,50.21337127,,53.72907154,,53.72907154
19,High Risk,10.8,,23,Yes,,,,,100,
41,Normal,4.6,500,35,Yes,,-294.1269841,,-842.2727273,,-842.2727273
54,Normal,4.6,500,71,Yes,-67.37247353,5.475504323,-67.37247353,5.462909718,-67.37247353,5.475504323
59,Normal,1.8,534,45,Yes,,9.812339016,,9.897315353,,9.897315353
19,High Risk,10.8,,35,Yes,,,,,,
19,High Risk,10.1,,,Yes,114.1201264,,114.1201264,,114.1201264,
29,Caution,10.6,500,62,Yes,,,,,,
19,High Risk,10.1,,,Yes,28.91402715,,28.91402715,,28.91402715,
71,Stable,1.8,500,88,Yes,,,,,,
57,Normal,1.8,500,62,Yes,,-9.610983982,,-9.610983982,,-9.610983982
32,Caution,10.8,500,32,Yes,,6.300718458,,6.300718458,,6.300718458
25,Caution,10.6,500,21,Yes,-27.69484763,-938.8124547,,,-33.84710234,-938.8124547
41,Normal,4.5,500,31,Yes,,-0.791440715,,-0.843618185,,-0.843618185
69,Stable,1.8,500,62,Yes,,18.9150264,,18.9150264,,18.9150264
22,Caution,10.8,,22,Yes,,-59.17822839,,,,12.1814587
69,Stable,1.8,500,69,Yes,22.02858821,28.12656956,22.02858821,28.12656956,22.02858821,28.12656956
25,Caution,10.8,500,32,Yes,6.136003172,44.46796229,,47.24039248,6.530913695,47.24039248
22,Caution,10.8,,24,Yes,,,,,,
22,Caution,10.6,,22,Yes,,,,,,
77,Stable,2.2,500,77,Yes,,0.215735939,,9.858512095,,9.858512095
29,Caution,10.8,500,25,Yes,,-0.057224607,,-0.057224607,,-0.057224607
23,Caution,10.6,,25,Yes,-218.3641975,123.3368532,-218.3641975,123.3368532,-218.3641975,123.3368532
22,Caution,10.6,,23,Yes,,100,,100,,100
29,Caution,10.8,500,29,Yes,,,,,,
23,Caution,10.8,,38,Yes,-10.72796935,,-10.72796935,,-10.72796935,
32,Caution,10.8,500,20,Yes,83.78378378,,83.78378378,,83.78378378,
74,Stable,1.8,500,71,Yes,12.18487395,-27.19911667,12.18487395,-27.19911667,12.18487395,-27.19911667
22,Caution,10.8,,25,Yes,-85.22252775,,,,33.45995442,
23,Caution,10.8,,23,Yes,-7.757296467,,-7.757296467,,-7.757296467,
22,Caution,10.8,,22,Yes,-16.28560281,-1.033944596,,,8.737335678,0.554718245
29,Caution,10.8,500,29,Yes,,12.08053691,,12.08053691,,12.08053691
20,High Risk,10.1,,,Yes,,-47.96969697,,-47.96969697,,-47.96969697
42,Normal,4.5,500,42,Yes,,5.172413793,,5.172413793,,5.172413793
49,Normal,4.6,500,22,Yes,18.34061135,-1.191895113,,-500,,
31,Caution,10.6,500,22,Yes,,-138.3549784,,,,-138.3549784
23,Caution,10.8,,23,Yes,37.09677419,,37.09677419,,37.09677419,
29,Caution,10.6,500,40,Yes,,-32.16896832,,,,0.202397076
22,Caution,10.8,,21,Yes,13.49734043,-506.8791946,,,-5.085170341,145.7659831
45,Normal,4.6,500,40,Yes,142.7586207,-338,,,-33.17307692,175.3112033
41,Normal,4.5,500,29,Yes,-8.413926499,-18.91252955,-25.97014925,-18.91252955,-25.97014925,-18.91252955
34,Caution,10.8,500,41,Yes,73.58953393,56.90440061,348.8372093,157.5630252,348.8372093,157.5630252
54,Normal,4.5,764,54,Yes,4.78085318,5.303588987,4.808994055,5.336383873,4.808994055,5.336383873
49,Normal,4.6,500,66,Yes,-122.4137931,1.013714967,-122.4137931,1.013714967,-122.4137931,1.013714967
22,Caution,10.8,,22,Yes,-8.718760602,22.38257318,-8.718760602,22.38257318,-8.718760602,22.38257318
80,Stable,1.8,500,44,Yes,,,,,,
45,Normal,4.6,500,45,Yes,,-18.02518224,,-23.92260334,,-23.92260334
32,Caution,10.6,500,49,Yes,,-365.7169991,,,,-370.2884615
83,Secure,1.1,1564,62,Yes,,-26.181221,,-26.18378525,,-26.18378525
29,Caution,10.8,500,25,Yes,86.66666667,184,86.66666667,184,86.66666667,184
18,High Risk,19.4,,,Unconfirmed,101.8156425,,101.8156425,,101.8156425,
40,Caution,5,500,,Unconfirmed,-87.02433777,,-541.4389292,,-89.94718799,
19,High Risk,10.1,,,Unconfirmed,,,,,,
23,Caution,10.8,,22,Yes,,-18.28631139,,,,-18.28631139
25,Caution,10.8,500,23,Yes,14.74785918,,99.67845659,,99.67845659,
23,Caution,10.8,,23,Yes,-6.92,,-6.92,,-6.92,
71,Stable,1.8,500,74,Yes,-5.786043554,2.028549962,-416,154.2857143,-416,154.2857143
22,Caution,10.8,,23,Yes,,,,,,
92,Secure,0.9,2553,92,Yes,-4.07041959,36.17130361,-7.370305346,50.15523895,-7.370305346,50.15523895
34,Caution,10.8,500,28,Yes,24.19354839,91,125,,125,
43,Normal,4.6,2484,60,Yes,-19.40082889,,-19.63966772,,-19.63966772,
25,Caution,10.8,500,22,Yes,,-2.375624674,,,,8.949143018
40,Caution,4.6,500,23,Yes,,99.8502994,,99.8502994,,99.8502994
23,Caution,10.8,,23,Yes,,15.44715447,,15.44715447,,15.44715447
37,Caution,4.5,500,31,Yes,,-9.418116377,,-9.418116377,,-9.418116377
21,Caution,10.6,,21,Yes,,,,,,
38,Caution,4.5,500,26,Yes,14.96062992,18.06049822,25.67567568,33.55371901,17.23000824,20.21912351
19,High Risk,10.1,,,Yes,-59.66149506,,-59.66149506,,-59.66149506,
22,Caution,10.8,,23,Yes,131.7857143,100,,100,,100
49,Normal,4.6,500,40,Yes,37.98767967,,42.67589389,,42.67589389,
23,Caution,10.8,,23,Yes,100,100,100,100,100,100
19,High Risk,10.1,,,Yes,,269.2307692,,269.2307692,,269.2307692
29,Caution,10.8,500,25,Yes,10.13478486,0.107962213,10.13478486,0.107962213,10.13478486,0.107962213
34,Caution,10.6,755,54,Yes,,,,,,
19,High Risk,10.1,,,Yes,-279.1952663,,-279.1952663,,-279.1952663,
51,Normal,4.6,500,62,Yes,,1.312176653,,3.481595092,,1.440858168
38,Caution,4.5,500,42,Yes,33.33333333,45.31772575,,,34.93975904,45.77702703
23,Caution,10.8,,24,Yes,,-89.16699257,,,,139.6203307
21,Caution,10.8,,40,Yes,,-248.0934809,,,,44.94206774
26,Caution,10.8,500,23,Yes,-112.9649538,,-112.9649538,,-112.9649538,
35,Caution,10.8,500,26,Yes,,-1.293588301,,-3.951890034,,-3.951890034
23,Caution,10.8,,23,Yes,,-3.053846154,,-3.053846154,,-3.053846154
19,High Risk,10.1,,,Yes,111.4776871,,111.4776871,,111.4776871,
24,Caution,10.8,,20,Yes,,-91.6,,,,15.12549538
23,Caution,10.8,,21,Yes,,5.657937278,,,,-0.842886042
87,Secure,1,4847,45,Yes,,6.668885745,,7.670073887,,7.670073887
22,Caution,10.1,,,Yes,92.12880143,,92.12880143,,92.12880143,
23,Caution,10.8,,23,Yes,,303,,303,,303
63,Stable,2.3,535,63,Yes,2.639296188,,2.673327483,,2.673327483,
24,Caution,10.6,,25,Yes,,-197.2375691,,,,1.418355185
23,Caution,10.8,,23,Yes,,-72.5,,-72.5,,-72.5
29,Caution,10.8,500,29,Yes,,,,,,
18,High Risk,19.4,,,Yes,2.688573562,,2.688573562,,2.688573562,
28,Caution,10.8,500,28,Yes,,0.068523431,,,,0.420510038
38,Caution,4.5,1017,38,Yes,,0.262097218,,0.262444038,,0.262444038
19,High Risk,10.1,,,Unconfirmed,100.093985,,116.5207877,,100.093985,
22,Caution,10.8,,21,Yes,,,,,100,
25,Caution,10.8,500,25,Yes,-10.6330366,,,,-10.6330366,
23,Caution,10.8,,27,Yes,-9.661487807,-11.50861635,,,-9.661487807,-11.50861635
23,Caution,10.1,,,Unconfirmed,-357.3908277,,-357.3908277,,-357.3908277,
29,Caution,10.8,500,29,Yes,-0.099646707,-3.496693541,-0.099646707,-3.496693541,-0.099646707,-3.496693541
19,High Risk,10.8,,18,Yes,75,,75,,75,
23,Caution,10.8,,23,Yes,63.07189543,17.32026144,63.07189543,17.32026144,63.07189543,17.32026144
23,Caution,10.6,,41,Yes,,-42.11715627,,-44.84545623,,-44.84545623
23,Caution,10.8,,23,Yes,,-4.924412513,,-4.924412513,,-4.924412513
32,Caution,10.8,500,22,Yes,-88.95238095,,-88.95238095,,-88.95238095,
29,Caution,10.8,500,29,Yes,,,,,,
23,Caution,10.1,,,Yes,,,,,,
38,Caution,4.6,500,40,Yes,-152,-90.06126617,-152,-201.5232292,-152,-90.06126617
23,Caution,10.8,,31,Yes,,,,,,
42,Normal,4.6,500,42,Yes,,,,,,
19,High Risk,10.1,,,Yes,,,,,,
46,Normal,4.2,146702,93,Yes,,,,,,
21,Caution,10.8,,22,Yes,,,,,,
19,High Risk,10.1,,,Yes,57.38045738,,57.38045738,,57.38045738,
29,Caution,10.8,500,29,Yes,,-25.97007355,,-25.97007355,,-25.97007355
29,Caution,10.8,500,29,Yes,-105.9925094,-72.40896359,-105.9925094,-72.40896359,-105.9925094,-72.40896359
99,Secure,1.1,1467,81,Yes,,0.281066648,,0.606428138,,0.284419163
23,Caution,10.8,,23,Yes,,,,,,
23,Caution,10.8,,23,Yes,,,,,,
25,Caution,10.1,500,,Yes,-842.4657534,,,,,
45,Normal,4.6,500,62,Yes,34.416826,100,34.416826,100,34.416826,100
38,Caution,4.6,500,22,Yes,-13.64583333,,-13.64583333,,-13.64583333,
23,Caution,10.8,,23,Yes,,10.22864019,,10.22864019,,10.22864019
21,Caution,10.8,,22,Yes,,-7.119529719,,,,209.6153846
19,High Risk,10.1,,,Yes,,53,,53,,53
29,Caution,10.8,500,29,Yes,15.87301587,,15.87301587,,15.87301587,
29,Caution,10.8,500,29,Yes,,0.474683544,,0.474683544,,0.474683544
19,High Risk,10.1,,,Yes,,,,,,
22,Caution,10.8,,22,Yes,-233.3333333,-105.7894737,,,-233.3333333,-105.7894737
26,Caution,10.8,500,26,Yes,,49.28909953,,,,49.28909953
35,Caution,10.6,500,35,Yes,-28.74880611,24.7032641,,,,
29,Caution,10.8,500,29,Yes,,,,,,
23,Caution,10.8,,23,Yes,,,,,,
24,Caution,10.8,,24,Yes,-106.8745304,-110.2595198,,,5.126495603,8.633558067
23,Caution,10.1,,,Yes,-109.2665891,,-109.2665891,,-109.2665891,
42,Normal,4.1,500,43,Yes,,-28.97660904,,,,7.744360246
29,Caution,10.8,500,29,Yes,,-462.2047244,,-462.2047244,,-462.2047244
29,Caution,10.8,500,19,Yes,-552.173913,,-552.173913,,-552.173913,600
78,Stable,1.8,500,78,Yes,2.610966057,2.680965147,2.610966057,2.680965147,2.610966057,2.680965147
41,Normal,4.6,500,41,Yes,,,,,,
22,Caution,10.8,,22,Yes,-101.9618834,-97.593361,,,-101.9618834,-97.593361
38,Caution,4.5,500,21,Yes,,-33.52300439,,-50.4279775,,-50.4279775
41,Normal,4.5,500,40,Yes,-121.3746224,-100.3251198,-121.8347233,-100.3251198,-121.8347233,-100.3251198
41,Normal,4.6,500,46,Yes,,-1.595358956,,,,-1.775625504
21,Caution,10.6,,21,Yes,,,,,,
19,High Risk,10.1,,,Yes,-92.30769231,,-92.30769231,,-92.30769231,
23,Caution,10.8,,23,Yes,-121.9512195,,-121.9512195,,-121.9512195,
